type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_416907625028840	416907625028840_1294169167302677	https://www.facebook.com/416907625028840/posts/1294169167302677	Ah  todo mundo tem uma praça que fez ou que faz parte de sua história. ;) Seja como ponto de encontro  acontecimentos ou manifestações da vida urbana e comunitária. Em Minas Gerais  com apoio do Governo do Estado  esses espaços públicos são revitalizados ou construídos para viabilizar o convívio  o lazer e a prática de atividades físicas. Saiba mais: http://goo.gl/fqimNJ  #Praças #Revitalização #TurismoMG  Foto: Divulgação / Setur MG	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/14199396_1294169167302677_6812049046224632708_n.jpg?oh=53cbe3776d58ace1f3615247fa077457&oe=591915B0	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14199396_1294169167302677_6812049046224632708_n.jpg?oh=dfaf933332ffa56b709c866ef7f3759f&oe=5916FF2D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1294169167302677/?type=3	facebook.com	2016-09-04T18:37:02+0000	1473014222	2016-09-04 20:37:02	45	27	45	10	82	23	20	3	38	0	44	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290196711033256	https://www.facebook.com/416907625028840/posts/1290196711033256	Taxa de evasão de alunos do Ensino Médio e da Educação de Jovens e Adultos é a menor registrada no estado.  Nos anos anteriores as taxas estavam entre 35% e 40%. Em 2016  apenas 0 6% dos alunos deixaram de frequentar as aulas. Os motivos: novas disciplinas  que se relacionam com a realidade dos alunos e flexibilidade nos horários!  Saiba mais: http://bit.ly/2bhjWey Acessibilidade: Conteúdo e horário mais atraentes levam jovens e adultos de volta para a sala de aula em Minas	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14199190_1290196711033256_2429092367664346517_n.png?oh=4e7f82e74864378a1e32595c6222e141&oe=59468BFF	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14199190_1290196711033256_2429092367664346517_n.png?oh=8770345bc04fc106458bc72c0d897779&oe=59187FEA	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290196711033256/?type=3	facebook.com	2016-09-04T13:00:01+0000	1472994001	2016-09-04 15:00:01	28	18	28	11	57	17	17	0	6	0	28	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1294168163969444	https://www.facebook.com/416907625028840/posts/1294168163969444	As festas tradicionais de Minas Gerais atravessam séculos e contam a história de recantos e lugarejos de nosso estado. ;) Na próxima semana  você poderá acompanhar um desses festejos. Com apoio do Fundo Estadual de Cultura  Morro Vermelho  povoado de Caeté  vai comemorar os 312 anos da Festa da Cavalhada de Nossa Senhora de Nazareth. Conheça a programação e detalhes desta festa. http://goo.gl/FZJMzj  #Cavalhada #MorroVermelho #FundoEstadualDeCultura  Foto: Venâncio Carreira	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14184282_1294168163969444_3673753225299965233_n.jpg?oh=d06aa85fe66f9c639ac93d55480cc07c&oe=59464BDF	https://scontent.xx.fbcdn.net/v/t1.0-9/q83/s720x720/14184282_1294168163969444_3673753225299965233_n.jpg?oh=9687d81ee58785e456093a257c9fa235&oe=5909FFF0	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1294168163969444/?type=3	facebook.com	2016-09-03T19:01:01+0000	1472929261	2016-09-03 21:01:01	27	15	27	6	48	14	14	0	5	0	27	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290195077700086	https://www.facebook.com/416907625028840/posts/1290195077700086	Na próxima semana  começam os Jogos Paralímpicos 2016  no Rio de Janeiro  e  mais uma vez  Minas estará presente! <3  Dos 279 atletas  17 são mineiros - a maior delegação da história das Paraolimpíadas.  Assim como nos Jogos Olímpicos  vamos torcer e vibrar com as vitórias dos nossos atletas! Saiba mais: http://bit.ly/2biVV8u   Acessibilidade: Os atletas paralímpicos também precisam do nosso apoio! Brasil levará maior delegação da história aos Jogos Paralímpicos - e 17 são mineiros!	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14089061_1290195077700086_3868672064412174354_n.png?oh=5919185c5572b5b7927ec7bf80711355&oe=590FB3A3	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14089061_1290195077700086_3868672064412174354_n.png?oh=cbaea061fefcc01eb4acb06c814a67d5&oe=594868B6	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290195077700086/?type=3	facebook.com	2016-09-03T13:00:03+0000	1472907603	2016-09-03 15:00:03	38	15	38	11	64	13	13	0	12	0	38	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1294082657311328	https://www.facebook.com/416907625028840/posts/1294082657311328	Aeronaves da Polícia Militar  Corpo de Bombeiros Militar de Minas Gerais e do Hangar do Governador realizam missões aéreas que garantem a vida de quem precisa de transplante em Minas Gerais. <3 Os aviões e helicópteros estão disponíveis para ir aonde houver a oferta de órgão. Entre janeiro e agosto de 2016  foram realizadas 30 missões de atendimento às equipes do MG Transplantes. Saiba mais http://goo.gl/XwnVik  #MGTransplantes #MissõesAéreas  Foto: Omar Freire / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14183739_1294082657311328_3082589583960248849_n.png?oh=19f3e50490b51f7ebf88d406e983d673&oe=5908DACB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14183739_1294082657311328_3082589583960248849_n.png?oh=2a2e2f0a8f1982eeef7fd3130ca99db0&oe=591488DE	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1294082657311328/?type=3	facebook.com	2016-09-02T21:03:00+0000	1472850180	2016-09-02 23:03:00	31	18	33	3	54	14	14	0	10	0	31	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1294119140641013	https://www.facebook.com/416907625028840/posts/1294119140641013	O governador Fernando Pimentel entregou hoje (2/9) à população de Santa Luzia  na RMBH  as obras do novo Terminal Metropolitano São Benedito. Em uma estrutura muito melhor  o terminal garantirá mais conforto e qualidade aos mais de 36 mil passageiros que diariamente utilizam as 24 linhas de ônibus que integram o sistema de transporte na região. Confira http://goo.gl/IJ7e18  #TransportesMG #MoveMetropolitano #TerminalSãoBenedito  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14199363_1294119140641013_4887508665597049021_n.png?oh=02a7fcb9e9ca802d86e3a34bddc21324&oe=5916617F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14199363_1294119140641013_4887508665597049021_n.png?oh=fcf0e356886920892c4d1e669a936e63&oe=5949F76A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1294119140641013/?type=3	facebook.com	2016-09-02T18:50:29+0000	1472842229	2016-09-02 20:50:29	35	24	38	9	71	20	19	1	15	0	35	1	0	0	0	2	0
photo	post_page_416907625028840	416907625028840_1290194071033520	https://www.facebook.com/416907625028840/posts/1290194071033520	Conhece o #AmorExigente? O grupo envolve toda a família e trabalha a prevenção e tratamento dos usuários de drogas  além da mudança de comportamentos no ambiente familiar. Além disso  prepara e apoia a família dos usuários que desejam se reinserir socialmente e a previne quanto a eventuais recaídas.   O vício em drogas é uma doença - e a boa notícia é que tem cura. Saiba mais sobre o #AmorExigente e as outras possibilidades de tratamentos e auxílio ofertadas pelo Governo de Minas Gerais: http://bit.ly/SOSDrogas  Acessibilidade: imagem com os dizeres: Cuide  Acolha  Entenda  Procure tratamento. O vício em drogas é uma doença e tem cura | #AmorExigente	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14192045_1290194071033520_8946830553465079238_n.png?oh=c4f9009f7435be09f3cea7bd561f2fa2&oe=59068ACA	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14192045_1290194071033520_8946830553465079238_n.png?oh=473de2514756daaaa58b4a7b449a40a9&oe=590C2FDF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290194071033520/?type=3	facebook.com	2016-09-02T13:00:00+0000	1472821200	2016-09-02 15:00:00	24	21	29	10	60	18	17	1	9	0	23	4	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1293222657397328	https://www.facebook.com/416907625028840/posts/1293222657397328	Que tal participar de uma consulta pública voltada ao setor Audiovisual? Será possível avaliar e apresentar sugestões ao Edital EXIBE MINAS  dedicado ao fomento de mostras de cinema  festivais e cineclubes no Estado. ;) Saiba como acessar a ferramenta  disponível via internet até o dia 14 de setembro. http://goo.gl/RRvBqw  #CulturaMG #ExibeMinas #ConsultaPública	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14202620_1293222657397328_2287183243599151671_n.png?oh=90296b979154c53c4cffcafe73bbc25c&oe=59470F98	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14202620_1293222657397328_2287183243599151671_n.png?oh=1162d0a8c43dd8fdd1ad0fd498cd1821&oe=5941638D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1293222657397328/?type=3	facebook.com	2016-09-01T21:33:00+0000	1472765580	2016-09-01 23:33:00	13	18	14	8	40	15	15	0	9	0	13	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1292998170753110	https://www.facebook.com/416907625028840/posts/1292998170753110	O governador Fernando Pimentel recebeu o primeiro relatório de propostas para o aperfeiçoamento do sistema jurídico-tributário do Estado. http://goo.gl/crctG5  Fruto do trabalho de uma comissão instituída para aumentar a competitividade da economia mineira  a iniciativa busca a transformação da política de arrecadação  a harmonização fiscal e a consolidação de um ambiente contínuo de diálogo e transparência sobre o funcionamento dos tributos do Estado.   #Governador #LegislaçãoTributária   Foto: Veronica Manevy / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14192580_1292998170753110_5544275787111253938_n.png?oh=dcf2602552b0be43aaea55df0e9144d1&oe=590E8CB3	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14192580_1292998170753110_5544275787111253938_n.png?oh=351000ea158ab1c67a792129719a1c58&oe=5911A9A6	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1292998170753110/?type=3	facebook.com	2016-09-01T17:51:00+0000	1472752260	2016-09-01 19:51:00	23	27	25	8	60	23	23	0	47	0	23	1	0	0	0	1	0
video	post_page_416907625028840	416907625028840_1292931840759743	https://www.facebook.com/416907625028840/posts/1292931840759743	Continuando a série criada pela ONG Contato em parceria com o Governo de Minas Gerais e Codemig  hoje apresentamos o vídeo sobre Tecnologia  Inovação e Economia Criativa.  O episódio “Tecnologia e Inovação” aborda o fenômeno da revolução tecnológica e a democratização do acesso à informação no mundo. Uma imersão para analisar as possibilidades da juventude utilizar as tecnologias digitais no combate às desigualdades econômicas e sociais por meio da Economia Criativa  das novas redes e das inovações cidadãs.  A série completa você pode ver pelo link www.contatofilmes.com.br	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14173676_1292944127425181_119364278_n.jpg?oh=0cad6a90fa448b3f19b9d5e69bc39e1e&oe=590C554F	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14173676_1292944127425181_119364278_n.jpg?oh=cd51b57e073215b5e3d80b62f07d936e&oe=590FF033	https://www.facebook.com/governomg/videos/1292931840759743/	facebook.com	2016-09-01T14:21:37+0000	1472739697	2016-09-01 16:21:37	15	14	15	7	36	11	11	0	10	0	15	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1292146857504908	https://www.facebook.com/416907625028840/posts/1292146857504908	Com investimentos em políticas públicas  o Governo de Minas Gerais contribui para a regularização de terras de povos e comunidades tradicionais. Entre outras iniciativas  o Estado vai identificar  arrecadar e  após análise jurídica  destinar terras devolutas aos remanescentes de quilombos  indígenas  geraizeiros  pescadores e demais comunidades tradicionais. Entenda: http://goo.gl/pUhuLi  #ComunidadesTradicionais #DesenvolvimentoAgrário  Foto: Marcelo Sant’Anna / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14212654_1292146857504908_6461100314194536053_n.png?oh=a00ff9ac0989e31ec8adde7d0baf75af&oe=5913CB19	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14212654_1292146857504908_6461100314194536053_n.png?oh=42d43189b0a0aa4220819bf2207ef721&oe=59000B0C	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1292146857504908/?type=3	facebook.com	2016-08-31T18:22:55+0000	1472667775	2016-08-31 20:22:55	24	29	24	14	67	25	22	3	22	0	23	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290192874366973	https://www.facebook.com/416907625028840/posts/1290192874366973	Na última semana  o Parque Tecnológico de Belo Horizonte (BH-TEC) iniciou a consulta pública para a construção de um novo edifício ao lado da sede institucional.  Atualmente  16 empresas de tecnologia atuam no BH-TEC. Com o projeto de expansão  abre-se a possibilidade de receber empresas de praticamente quaisquer áreas.  Saiba mais sobre o processo de concorrência e os benefícios que as obras trarão: http://bit.ly/2bGc5qD  Acessibilidade: imagem com a frase: Minas cada vez mais tecnológica - BH-TEC recebe expansão e amplia as possibilidades para empresas	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14089067_1290192874366973_1434861142674032660_n.png?oh=f5e7a293cfb98575ad139eee722fef22&oe=59094DDA	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14089067_1290192874366973_1434861142674032660_n.png?oh=dc501c7afc26cbaa28f5799725294eb4&oe=594A8CCF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290192874366973/?type=3	facebook.com	2016-08-31T13:00:00+0000	1472648400	2016-08-31 15:00:00	13	23	13	4	40	19	19	0	30	0	12	0	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1291345374251723	https://www.facebook.com/416907625028840/posts/1291345374251723	Hoje o Governador Fernando Pimentel fala sobre a diminuição da taxa de evasão nas escolas do Estado e a formatura dos novos investigadores da Polícia Civil de Minas Gerais.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14173062_1291356070917320_1058514313_n.jpg?oh=6662b794746b086f0785b04e079acfde&oe=591517C6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14173062_1291356070917320_1058514313_n.jpg?oh=4940e41b97e0d597078a5a7fbb84168c&oe=59164516	https://www.facebook.com/governomg/videos/1291345374251723/	facebook.com	2016-08-30T21:17:12+0000	1472591832	2016-08-30 23:17:12	75	69	80	60	209	64	58	6	183	0	74	1	0	1	0	3	0
photo	post_page_416907625028840	416907625028840_1291283130924614	https://www.facebook.com/416907625028840/posts/1291283130924614	Com qualificação profissional  Minas Gerais busca a inclusão de pessoas em situação de vulnerabilidade social. São 1.480 vagas disponibilizadas para jovens  mulheres e integrantes de comunidades tradicionais de 24 municípios mineiros. Ao todo  81 cursos profissionalizantes de curta duração serão realizados e a Utramig contrata profissionais para atender à essa demanda. Saiba mais: http://goo.gl/Q81kqF  #Utramig #Qualificação #Inclusão	https://scontent.xx.fbcdn.net/v/l/t1.0-0/s130x130/14199700_1291283130924614_2465705232481681664_n.png?oh=a1585419cd8521aa8bca892beebda8b3&oe=5908B973	https://scontent.xx.fbcdn.net/v/l/t1.0-9/s720x720/14199700_1291283130924614_2465705232481681664_n.png?oh=c026fd4cf1e0e87e11604e0bafcb4b35&oe=59054A66	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1291283130924614/?type=3	facebook.com	2016-08-30T19:38:04+0000	1472585884	2016-08-30 21:38:04	30	30	31	19	80	24	23	1	39	0	29	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290191757700418	https://www.facebook.com/416907625028840/posts/1290191757700418	Todos os anos  milhares de pessoas se submetem à estomia  um procedimento que salva vidas e alivia o sofrimento causado por algumas doenças ou condições intestinais ou urinárias.  O que muita gente não sabe é que  após a cirurgia  é possível ter uma vida regular  realizar atividades físicas e trabalhar normalmente.  O Governo oferece uma série de serviços e apoio para pacientes ostomizados  como atendimentos prioritários e passe livre em transportes coletivos.  Saiba mais sobre os serviços de atenção à saúde dos estomizados: http://bit.ly/2bAKPb3   Acessibilidade: imagem com a frase: Ostomizados - Conhecer para cuidar melhor	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14089085_1290191757700418_535714244678450526_n.png?oh=3601f71b4604e361722279c755311de9&oe=5903FEBA	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14089085_1290191757700418_535714244678450526_n.png?oh=943b7ba359f3675987121caa6dd7660b&oe=5942C845	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290191757700418/?type=3	facebook.com	2016-08-30T13:00:01+0000	1472562001	2016-08-30 15:00:01	17	26	18	5	49	23	23	0	25	0	17	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290439831008944	https://www.facebook.com/416907625028840/posts/1290439831008944	Dona Jandira  Júnia Bertolino  Nil Cesar são exemplos de artistas mineiros que com o incentivo dos programas do Governo do Estado de Minas Gerais têm tido a oportunidade de transformar as suas e as vidas de muitas pessoas. Saiba como os editais abertos pela Secretaria de Cultura contribuem para que diferentes artistas conquistem espaço e reconhecimento: http://goo.gl/2LzTCF  #CulturaMG #Investimento  Foto: Reprodução / Dona Jandira	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14202672_1290439831008944_8254997661133174048_n.png?oh=28d74dac5bee84108ad6f3adb3e798df&oe=59060A1F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14202672_1290439831008944_8254997661133174048_n.png?oh=164ebec66600d6fd876162a3ce7f1ad9&oe=59492E0A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290439831008944/?type=3	facebook.com	2016-08-29T21:06:00+0000	1472504760	2016-08-29 23:06:00	23	21	25	4	50	20	20	0	27	0	22	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1290301644356096	https://www.facebook.com/416907625028840/posts/1290301644356096	A ampliação do Complexo Penitenciário de Juiz de Fora foi anunciada hoje (29/8). Em parceria com o Poder Judiciário  um novo anexo será erguido para garantir 220 vagas para mulheres. Além disso  escâneres corporais foram entregues ao Sistema Prisional eliminando com vantagens a chamada revista vexatória de visitantes. Saiba mais: http://goo.gl/vBbvjm  #Segurança #ComplexoPrisional #JuizDeFora  Foto: Gil Leonardi / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14141914_1290301644356096_3345257927254624463_n.png?oh=61f89fee05d821a6470e9e42ff448dc7&oe=590F9B7C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14141914_1290301644356096_3345257927254624463_n.png?oh=c32599a4c664f79e9f3f7391a3b7c8e0&oe=590BCD69	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1290301644356096/?type=3	facebook.com	2016-08-29T17:15:01+0000	1472490901	2016-08-29 19:15:01	16	22	16	2	40	18	18	0	22	0	16	0	0	0	0	0	0
link	post_page_416907625028840	416907625028840_1290124814373779	https://www.facebook.com/416907625028840/posts/1290124814373779	Você já sabe o quanto o cigarro faz mal para sua saúde e para as pessoas que gostam de você  o que talvez você não saiba é que  se quiser parar de fumar  o Governo te ajuda.  Parar de fumar é das atitudes mais difíceis. O vício em cigarro é  hoje  causa de milhares de mortes e  exatamente por isso  dias como o de hoje (Dia de Combate ao Fumo) são extremamente importantes.  Você pode procurar a unidade do SOS Drogas (informações aqui: http://bit.ly/SOSDrogas) ou ligar 136 e obter ajuda neste processo difícil.  Acessibilidade: Gif com os dizeres:  Parar de fumar não é fácil. Mas  se você quiser  a gente te ajuda. Procure o SOS Saúde e se informe! Ligue 136	https://external.xx.fbcdn.net/safe_image.php?d=AQDlOYLOso4XSnzi&url=https%3A%2F%2F66.media.tumblr.com%2F4f964120ac177442217e1062dbbeec37%2Ftumblr_oco4qekS4h1r8pvk7o1_540.gif&_nc_hash=AQChkbfpkWna-Jst	https://external.xx.fbcdn.net/safe_image.php?d=AQDlOYLOso4XSnzi&url=https%3A%2F%2F66.media.tumblr.com%2F4f964120ac177442217e1062dbbeec37%2Ftumblr_oco4qekS4h1r8pvk7o1_540.gif&_nc_hash=AQChkbfpkWna-Jst	https://66.media.tumblr.com/4f964120ac177442217e1062dbbeec37/tumblr_oco4qekS4h1r8pvk7o1_540.gif	66.media.tumblr.com	2016-08-29T12:36:14+0000	1472474174	2016-08-29 14:36:14	27	20	27	19	66	17	17	0	36	0	27	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1283976834988577	https://www.facebook.com/416907625028840/posts/1283976834988577	Uma coisa ninguém pode negar: nosso estado tem paisagens maravilhosas. Quem aí reconhece essa vista incrível?  Acessibilidade: Imagem com a vista panorâmica de uma cidade mineira  tirada do alto de um ponto de voo livre. Três pessoas se preparam para saltar de asa delta.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14089230_1283976834988577_1473359022981634172_n.jpg?oh=6131fe6a3b67c018f0918c1ba21f25c6&oe=59473E76	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14089230_1283976834988577_1473359022981634172_n.jpg?oh=620820e119a51bee8d16095fb74bf1f3&oe=59453463	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1283976834988577/?type=3	facebook.com	2016-08-28T09:53:00+0000	1472377980	2016-08-28 11:53:00	35	38	37	7	82	32	21	11	48	0	35	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1287462654639995	https://www.facebook.com/416907625028840/posts/1287462654639995	Os estudantes mineiros aprendem mais e descobrem afinidades com as atividades extracurriculares do programa estadual de Educação Integral. :) Esportes  artes e atividades em diferentes áreas contribuem para o despertar de jovens talentos nas escolas estaduais  além  é claro  de prepará-los para o mundo acadêmico e profissional. Saiba mais: http://goo.gl/8oyYVE  #EscolaIntegral #Talentos #EducaçãoMG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14088411_1287462654639995_8138122100901757638_n.png?oh=d0f9139f20acb88fcc84a803d4029278&oe=594C18FE	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14088411_1287462654639995_8138122100901757638_n.png?oh=c9631e4b5b1a4583c36aa94b31f3033b&oe=591915EB	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1287462654639995/?type=3	facebook.com	2016-08-27T18:27:00+0000	1472322420	2016-08-27 20:27:00	21	20	21	13	54	18	18	0	23	0	21	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1288067587912835	https://www.facebook.com/416907625028840/posts/1288067587912835	Os Jogos Rio 2016 ainda duram até meados de setembro mas  desde já  deixam marcas na história do país ­ e em Minas Gerais. Melhorias na infraestrutura  equipamentos esportivos e intercâmbio científico foram alguns dos benefícios da passagem dos atletas olímpicos pelo estado.  Saiba mais: http://bit.ly/2bQWQKm  Acessibilidade: Imagem com a frase: Jogos Rio 2016 deixam legado esportivo em Minas Gerais.	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14102407_1288067587912835_5414850929171728173_n.png?oh=0f22b52ec94999b91cfa2810bd1243f0&oe=5900E873	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14102407_1288067587912835_5414850929171728173_n.png?oh=a1b6e09ca4dca2e4e8c728cdbdb3f7eb&oe=5944FD66	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1288067587912835/?type=3	facebook.com	2016-08-27T13:30:04+0000	1472304604	2016-08-27 15:30:04	23	19	24	3	46	15	15	0	29	0	22	0	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1287430924643168	https://www.facebook.com/416907625028840/posts/1287430924643168	O Governo de Minas Gerais investe na gastronomia do estado para garantir experiência inigualável ao paladar de mineiros e turistas. <3 A ser lançado neste sábado (27/8)  o ‘Edital de Incentivo à Gastronomia Mineira 2016’ potencializa a cadeia produtiva gastronômica em prol da regionalização e do desenvolvimento do setor. Confira o período de inscrição de projetos: http://goo.gl/0FbvFp  #ComidaMineira #Investimentos #Gastronomia   Foto: Divulgação / Setur-MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14102268_1287430924643168_8190155218659259242_n.jpg?oh=136ecb132c63deb88a76193bc010f52c&oe=5908AF71	https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/14102268_1287430924643168_8190155218659259242_n.jpg?oh=862cec28725cb7615ec15b6004018110&oe=590349FF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1287430924643168/?type=3	facebook.com	2016-08-26T21:07:00+0000	1472245620	2016-08-26 23:07:00	27	23	28	9	60	17	17	0	26	0	26	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1287377287981865	https://www.facebook.com/416907625028840/posts/1287377287981865	Que tal contar com um recurso a mais na prevenção aos crimes de furto e roubo de celulares? O site Celular Seguro  idealizado pelo 48° Batalhão da Polícia Militar  vai auxiliar no rastreamento e localização de celulares roubados. Ao localizar os aparelhos  a própria PMMG comunica aos proprietários. Conheça e cadastre-se na ferramenta: http://goo.gl/g4ZYWp  #CelularSeguro #PMMG #Smartphones   Foto: Reprodução / PMMG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14141531_1287377287981865_6653568974148670382_n.png?oh=83cc5c13346c3aca11d4622c1e8163e0&oe=5944137A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14141531_1287377287981865_6653568974148670382_n.png?oh=ac39469ace6efe1da232ea4f370e4519&oe=5903546F	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1287377287981865/?type=3	facebook.com	2016-08-26T17:30:00+0000	1472232600	2016-08-26 19:30:00	90	30	93	91	214	27	23	4	14	0	88	3	0	0	0	0	0
link	post_page_416907625028840	416907625028840_1283975354988725	https://www.facebook.com/416907625028840/posts/1283975354988725	Mulheres mineiras  vocês podem tudo!  Acessibilidade: gif com os dizeres: No trabalho No esporte Na política Na rua Nas artes No espaço. Lugar de mulher é onde ela quiser. 26/08 - Dia da Igualdade Feminina	https://external.xx.fbcdn.net/safe_image.php?d=AQAWo8qyzUsqVaqG&url=http%3A%2F%2F67.media.tumblr.com%2Fbc56830e44cfe91775a6e9081c26042a%2Ftumblr_oc5tngvtxf1r8pvk7o1_1280.gif&_nc_hash=AQCj-BuNbgyeHiOi	https://external.xx.fbcdn.net/safe_image.php?d=AQAWo8qyzUsqVaqG&url=http%3A%2F%2F67.media.tumblr.com%2Fbc56830e44cfe91775a6e9081c26042a%2Ftumblr_oc5tngvtxf1r8pvk7o1_1280.gif&_nc_hash=AQCj-BuNbgyeHiOi	http://67.media.tumblr.com/bc56830e44cfe91775a6e9081c26042a/tumblr_oc5tngvtxf1r8pvk7o1_1280.gif	67.media.tumblr.com	2016-08-26T09:51:00+0000	1472205060	2016-08-26 11:51:00	59	23	61	22	106	20	17	3	32	0	58	1	1	0	0	0	0
