type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_416907625028840	416907625028840_1458334870886105	https://www.facebook.com/416907625028840/posts/1458334870886105	Novidade em Contagem! :) Foi inaugurada  hoje (31/1)  mais uma Unidade de Atendimento Integrado do Governo do Estado de Minas Gerais. A nova UAI funciona no piso L3 do Shopping Contagem com a missão de deixar os serviços mais próximos da população  de forma ágil e eficiente. Confira os serviços oferecidos na nova unidade. https://goo.gl/ouBvJM  #Gestão #UAI #Contagem  Foto: Carlos Alberto / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16425852_1458334870886105_845390107423239714_n.png?oh=06343a43b838a323824b3c46c9e5f5e1&oe=59443691	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16425852_1458334870886105_845390107423239714_n.png?oh=f1d381f3d9fe8bcbb7167ee7804a9547&oe=5909596E	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1458334870886105/?type=3	facebook.com	2017-01-31T22:00:01+0000	1485900001	2017-01-31 23:00:01	24	10	27	5	42	5	5	0	3	0	24	2	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1458277520891840	https://www.facebook.com/416907625028840/posts/1458277520891840	O Governo do Estado de Minas Gerais atua para garantir inclusão produtiva e redução da vulnerabilidade social entre os jovens mineiros. Confira: https://goo.gl/43Omdm  Com ações de capacitação e orientação profissional  o Projeto Trampos leva em conta a vocação dos jovens e o potencial econômico da região onde vivem. Ao todo  1.200 pessoas de cinco municípios serão atendidas pela ação que integra o Programa Juventudes.   #Juventudes #ProjetoTrampos	https://scontent.xx.fbcdn.net/v/t1.0-0/p100x100/16426208_1458277520891840_182031124557874112_n.png?oh=f91ad92ef6480025019fbbc338250a1c&oe=5917445D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16426208_1458277520891840_182031124557874112_n.png?oh=9249c2d098cfbf6f5af701a496df8a1b&oe=591768DE	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1458277520891840/?type=3	facebook.com	2017-01-31T19:05:02+0000	1485889502	2017-01-31 20:05:02	16	7	18	4	29	2	2	0	0	0	16	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1458132740906318	https://www.facebook.com/416907625028840/posts/1458132740906318	Minas Gerais já produziu 7 5 milhões de mudas de espécies nativas da Mata Atlântica e do Cerrado. A ação  que integra o projeto Plantando o Futuro e que já atingiu 25% da meta prevista para dezembro de 2018  prioriza áreas degradadas  nascentes  matas ciliares e a arborização urbana em vários Territórios de Desenvolvimento do estado.  https://goo.gl/yF6ae2  #PlantandoOFuturo #Codemig  Foto: Divulgação / Codemig	https://scontent.xx.fbcdn.net/v/t1.0-0/p100x100/16473547_1458132740906318_8747004475406418899_n.jpg?oh=3cc2d11c69b272ffb20f5085d1b9f1d2&oe=5915484F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16473547_1458132740906318_8747004475406418899_n.jpg?oh=268bc0769bdd7d5d9e7f1833de3acfd7&oe=594192E5	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1458132740906318/?type=3	facebook.com	2017-01-31T15:24:57+0000	1485876297	2017-01-31 16:24:57	36	9	38	5	52	3	3	0	2	0	36	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1457107437675515	https://www.facebook.com/416907625028840/posts/1457107437675515	Aplicativo desenvolvido por pesquisadores da Universidade Federal de Minas Gerais  com apoio da FAPEMIG e da Secretaria de Estado de Saúde MG  pretende ajudar futuras mamães. Conheça o “Meu Pré-Natal”  uma ferramenta com enfoque educacional que busca responder as principais dúvidas das gestantes desde o início da gravidez até o pós-parto. https://goo.gl/4F1taq  #MeuPréNatal #Aplicativo #Gestantes	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16298865_1457107437675515_3912899249151793689_n.png?oh=35ca3c59052b7d085eea9ecb740d93ee&oe=59434BD1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16298865_1457107437675515_3912899249151793689_n.png?oh=c3617d3a16b0ef8e0f92cf073b0160c1&oe=590132C4	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1457107437675515/?type=3	facebook.com	2017-01-31T11:25:01+0000	1485861901	2017-01-31 12:25:01	16	16	17	4	37	11	9	2	15	0	16	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1457276184325307	https://www.facebook.com/416907625028840/posts/1457276184325307	Em dois anos  o Governo de Minas Gerais já nomeou quase 40 mil trabalhadores da Educação. No último sábado  mais uma lista foi publicada no Diário Oficial do Estado. Com 2.500 nomeações de servidores  a listagem contempla exclusivamente Professores de Educação Básica. Confira: https://goo.gl/Z4op5i  #Educação #Nomeações #Professores	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16113958_1457276184325307_4555643449409235601_n.png?oh=cec9add260315c1e5a9a9a1eab47a1a5&oe=594436AA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16113958_1457276184325307_4555643449409235601_n.png?oh=fecac3bfda938ea2474cd048a581207e&oe=590B7DBF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1457276184325307/?type=3	facebook.com	2017-01-30T22:15:01+0000	1485814501	2017-01-30 23:15:01	96	59	100	27	186	19	19	0	32	0	96	2	0	0	1	1	0
photo	post_page_416907625028840	416907625028840_1457284330991159	https://www.facebook.com/416907625028840/posts/1457284330991159	Um novo comandante assume o trabalho à frente da Polícia Militar de Minas Gerais. 👮 https://goo.gl/PEQIH0  O coronel Helbert Figueiró de Lourdes assumiu hoje (30/1) o Comando Geral da corporação mineira em substituição ao coronel Marco Antônio Badaró Bianchini. Na solenidade de troca de comando  o governador Fernando Pimentel ressaltou  mesmo com as dificuldades financeiras e orçamentárias  o apoio do Governo do Estado e o carinho da população à PMMG.   #PolíciaMilitar #NovoComando   Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16426103_1457284330991159_9139464871109472723_n.png?oh=58b86ee47c3c2fdf8c8ba997bb1e4983&oe=590807A1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16426103_1457284330991159_9139464871109472723_n.png?oh=5cbb862b1d26ee15a98df4431b717878&oe=5945BDB4	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1457284330991159/?type=3	facebook.com	2017-01-30T19:05:01+0000	1485803101	2017-01-30 20:05:01	85	57	91	16	164	52	51	1	157	0	85	2	0	0	0	4	0
photo	post_page_416907625028840	416907625028840_1457242114328714	https://www.facebook.com/416907625028840/posts/1457242114328714	Estão abertas as inscrições para o Processo Seletivo Simplificado da MSG. O edital prevê o preenchimento de 26 vagas e a formação de cadastro de reserva para diversas localidades do estado. As vagas são para os níveis fundamental e médio. Saiba como garantir sua inscrição: https://goo.gl/PspOr7  #Oportunidades #MGS #ProcessoSeletivo	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16298867_1457242114328714_647340847168613933_n.png?oh=81d3ef56327cac07acc1a72fe5450949&oe=590A30DD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16298867_1457242114328714_647340847168613933_n.png?oh=a1e0e779ab145b5292b7b42f5b367eb0&oe=59422D22	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1457242114328714/?type=3	facebook.com	2017-01-30T16:50:54+0000	1485795054	2017-01-30 17:50:54	325	192	327	635	1154	156	133	23	66	0	325	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1457085741011018	https://www.facebook.com/416907625028840/posts/1457085741011018	Minas Gerais assegura o reconhecimento do nome social em todos os segmentos da administração estadual para transexuais  travestis e transgêneros. https://goo.gl/6wRrna  O respeito à forma como a pessoa se identifica socialmente integra o compromisso do Governo do Estado com as políticas de promoção e proteção de direitos humanos e cidadania. O decreto estadual foi assinado pelo governador Fernando Pimentel e publicado  no último sábado (28/1)  no Diário Oficial do Estado.   #Diversidade #Respeito #NomeSocial  Foto: Divulgação / Sedpac	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16427526_1457085741011018_6612491688677687765_n.png?oh=f7e2b953dabb4e65c8a2afe0ea661f24&oe=5915DE31	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16427526_1457085741011018_6612491688677687765_n.png?oh=e0e0104033b5ff070b1339d2d2363a17&oe=59417924	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1457085741011018/?type=3	facebook.com	2017-01-30T13:05:00+0000	1485781500	2017-01-30 14:05:00	39	19	40	5	64	7	7	0	1	0	39	0	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1453105154742410	https://www.facebook.com/416907625028840/posts/1453105154742410	Com atuação conjunta de órgãos e secretarias  o Governo de Minas Gerais garante melhores condições de vida para 12 mil famílias de agricultores familiares. Ao todo  476 municípios são beneficiados pelo programa Brasil Sem Miséria  lançado em 2011 pelo Governo Federal e executado por meio de cooperação técnica com o Estado. https://goo.gl/ROgDpb  #Governo #Agricultores #BrasilSemMiséria  Foto: Divulgação / Emater	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16266269_1453105154742410_123105944085993707_n.png?oh=eac140aa6dd0244eb6ab1e30bbb38e2e&oe=59466E6E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16266269_1453105154742410_123105944085993707_n.png?oh=62869f92934a3911113ef1f1e95635a2&oe=5901F391	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453105154742410/?type=3	facebook.com	2017-01-29T12:30:01+0000	1485693001	2017-01-29 13:30:01	40	23	42	6	71	9	9	0	6	0	40	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1452023384850587	https://www.facebook.com/416907625028840/posts/1452023384850587	O Programa de Desenvolvimento do Audiovisual Mineiro tem garantido investimentos inéditos no setor. 🎬🎬 Com isso  mais produtores são mobilizados e beneficiados pelos editais abertos. A saber  o edital para Desenvolvimento de Projetos  em comparação com o ano anterior  subiu de 137 para mais de 200 propostas apresentadas. Saiba mais sobre outros editais: https://goo.gl/EQ4Bii  #Prodam #Cultura #Audiovisual	https://scontent.xx.fbcdn.net/v/t1.0-0/p100x100/16195751_1452023384850587_2495429097825973568_n.png?oh=7a5b06bc5b1b1d5df2d71e3c28b79fe0&oe=5917E429	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195751_1452023384850587_2495429097825973568_n.png?oh=c9e02a02d80bad19f56a8f6a31f66bb7&oe=59486083	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1452023384850587/?type=3	facebook.com	2017-01-28T12:30:00+0000	1485606600	2017-01-28 13:30:00	19	21	19	6	46	7	7	0	12	0	19	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1454417564611169	https://www.facebook.com/416907625028840/posts/1454417564611169	Prepare-se para mais uma rodada do Seed! ;) Um novo edital do programa de fomento ao empreendedorismo e desenvolvimento do ecossistema de startups em Minas Gerais será lançado  na próxima quinta-feira (2/2)  com previsão de investimentos de mais R$ 6 milhões. Até lá  confira os resultados da 3ª rodada  responsável por impactar quase 35 mil pessoas. https://goo.gl/az2lzM  #Seed #Incentivo #Inovação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16195521_1454417564611169_7578818703915307453_n.png?oh=512a290fb4c1465c0f41d1c282a78593&oe=5906A428	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195521_1454417564611169_7578818703915307453_n.png?oh=73fb1386d0da3dfcfaf27458bf9cfcec&oe=5908943D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1454417564611169/?type=3	facebook.com	2017-01-27T21:01:01+0000	1485550861	2017-01-27 22:01:01	19	26	19	7	52	5	5	0	4	0	19	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1454349134618012	https://www.facebook.com/416907625028840/posts/1454349134618012	Ao vistoriar o reservatório Rio Manso  em Brumadinho  o governador Fernando Pimentel destacou uma importante obra do Governo de Minas Gerais  feita ali. O sistema de captação de água do Rio Paraopeba  inaugurado no final de 2015  garantiu o abastecimento da Região Metropolitana de Belo Horizonte para os próximos anos. Confira https://goo.gl/GXr32h  #Abastecimento #Copasa #SistemaParaopeba  Foto: Veronica Manevy / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16194969_1454349134618012_392477694882710188_n.png?oh=c165c04d5e4120e73b4aadfd6e3777ee&oe=59441637	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16194969_1454349134618012_392477694882710188_n.png?oh=457b277a8a5a65fde75c4b0f4f624a8b&oe=590C19C8	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1454349134618012/?type=3	facebook.com	2017-01-27T18:00:10+0000	1485540010	2017-01-27 19:00:10	62	48	64	16	128	17	14	3	12	0	62	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1454146727971586	https://www.facebook.com/416907625028840/posts/1454146727971586	A cultura do Norte de Minas Gerais dá cores e movimentos a um jogo virtual desenvolvido pelos jovens Ítalo Magalhães e Paulo Márcio  com suporte de professores da Unimontes.   Disponível para smartphones  o ‘Montes Claros Adventure’ (MCA) foi construído com base em pesquisas e experiências já conhecidas pelos moradores da cidade. https://goo.gl/dKf2Tn  Vale lembrar que o Governo do Estado oferece  gratuitamente  via Uaitec  o curso de Desenvolvedor de Jogos Eletrônicos. Quem sabe você não será o próximo a criar um jogo com as características da sua cidade?   #Unimontes #JogosDigitais #Uaitec  Foto: Kevin Jonas / Ascom Unimontes	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16195126_1454146727971586_6257997329942116512_n.png?oh=6b9f947225b492415b141df5c948115d&oe=590E9051	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195126_1454146727971586_6257997329942116512_n.png?oh=219b8f0facc76c3ae3c862dc09d12140&oe=5943B044	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1454146727971586/?type=3	facebook.com	2017-01-27T15:00:38+0000	1485529238	2017-01-27 16:00:38	23	23	24	4	51	4	4	0	1	0	23	0	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1453106578075601	https://www.facebook.com/416907625028840/posts/1453106578075601	Para quem ainda não sabe  o Governo de Minas Gerais conta um espaço gratuito e exclusivo para divulgação de feiras e eventos realizadas no Estado (www.feirademinas.mg.gov.br).   Direcionado aos expositores e ao público em geral  o site Feiras de Minas é um completo calendário online com informações sobre feiras e eventos em diferentes setores e cidades.    Para cadastrar sua feira ou evento basta acessar http://migre.me/vWiy6. ;)    Em caso de dúvidas entre em contato com a Secretaria de Desenvolvimento Integrado e Fóruns Regionais por meio do telefone 3915-2944.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16174601_1453106578075601_9096972469970717685_n.png?oh=a5d47ab38c8f8e34799c7dfc1b83785c&oe=59062B6D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16174601_1453106578075601_9096972469970717685_n.png?oh=f87112507012b2069e9311cd01d93d69&oe=59490878	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453106578075601/?type=3	facebook.com	2017-01-27T12:00:01+0000	1485518401	2017-01-27 13:00:01	21	22	23	10	55	16	15	1	7	0	21	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1453302104722715	https://www.facebook.com/416907625028840/posts/1453302104722715	Uma oficina diferente! Na região do bairro Citrolândia  em Betim  o Fica Vivo! ajuda a tirar jovens da criminalidade com aulas de Patinação Artística. Conheça essa proposta de prevenção à criminalidade  que além das acrobacias sobre os patins  já ofereceu lições de equilíbrio e convivência em equipe para mais 200 jovens. https://goo.gl/FTRtN4  #FicaVivo #Citrolândia #Patins  Foto: Marcelo Sant’Anna / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16265700_1453302104722715_2387324703751460657_n.png?oh=dbbe8aa7075e2579f7cbaedceb099aa9&oe=59031B04	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16265700_1453302104722715_2387324703751460657_n.png?oh=22801a4190b29eb8d40321fa25377320&oe=59181B11	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453302104722715/?type=3	facebook.com	2017-01-26T21:05:03+0000	1485464703	2017-01-26 22:05:03	20	17	22	4	43	8	8	0	6	0	20	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1453202871399305	https://www.facebook.com/416907625028840/posts/1453202871399305	Após 11 meses de formação  1.001 novos soldados da Polícia Militar de Minas Gerais estão aptos para garantir à população segurança pública de boa qualidade. Os militares  que irão atender a capital mineira e a Região Metropolitana  foram recebidos pelo governador Fernando Pimentel  hoje  em Belo Horizonte. Saiba para quais cidades os policiais poderão ser destacados para atuar. https://goo.gl/dSCJ26  #PolíciaMilitar #Segurança #NovosSoldados  Fotos: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16299171_1453201971399395_2547435685860782800_n.png?oh=53df1fef78de5e4113535d603b77ada6&oe=5915A8FC	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16299171_1453201971399395_2547435685860782800_n.png?oh=0b3331a40f4e5e5f59ccc1faceb963cd&oe=58FE69E9	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453201971399395/?type=3	facebook.com	2017-01-26T17:01:15+0000	1485450075	2017-01-26 18:01:15	171	323	224	32	579	169	148	21	1828	0	171	3	2	1	9	37	0
photo	post_page_416907625028840	416907625028840_1453091918077067	https://www.facebook.com/416907625028840/posts/1453091918077067	A Cidade Administrativa  em Belo Horizonte  sedia a exposição de quadros do Museu Yad Vashem  o Museu do Holocausto. A exposição faz parte da programação criada para marcar o Dia Internacional em Memória às Vitimas do Holocausto  em 27 janeiro. Ontem  o governador Fernando Pimentel visitou a exposição. https://goo.gl/8d7UjK  #Holocausto #Exposição  Foto: Veronica Manevy / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16142808_1453091918077067_8125104141192275555_n.png?oh=61641bdb6722db896a5c64ba56f205fc&oe=590CD730	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16142808_1453091918077067_8125104141192275555_n.png?oh=ef98a067f621040e16bb259f9cec651f&oe=594AB225	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453091918077067/?type=3	facebook.com	2017-01-26T14:32:54+0000	1485441174	2017-01-26 15:32:54	37	36	39	7	82	22	22	0	41	0	37	0	0	0	0	2	0
photo	post_page_416907625028840	416907625028840_1453009071418685	https://www.facebook.com/416907625028840/posts/1453009071418685	Pacientes e usuários do SUS são diretamente beneficiados pela produção de medicamentos da Funed. E na Semana Internacional do Combate à Hanseníase  a fundação entregou ao Ministério da Saúde 1 5 milhão de comprimidos Talidomida 100mg  essencial ao tratamento da doença. Leia mais: https://goo.gl/Taqkr0  #SaúdeMG #Funed #Talidomida  Foto: Divulgação / Funed	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16265713_1453009071418685_4446218452979635708_n.jpg?oh=34f6a8a6317e284a36adab637a435a92&oe=59094453	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16265713_1453009071418685_4446218452979635708_n.jpg?oh=81264af3cd6e56e4b3baed63ed0af802&oe=59045546	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1453009071418685/?type=3	facebook.com	2017-01-26T12:19:43+0000	1485433183	2017-01-26 13:19:43	24	23	25	1	49	3	3	0	1	0	24	0	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1450657761653816	https://www.facebook.com/416907625028840/posts/1450657761653816	#DoeSangue Ajude a recompor a reserva de sangue nos hemocentros de Minas Gerais. A ausência de doadores  em função das férias  agravou-se por conta do surto de febre amarela em algumas regiões. Saiba como garantir sua doação e como a Fundação Hemominas está trabalhando para atender à demanda no estado. https://goo.gl/b5rWJE  #Hemominas #Estoque #Doação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16196078_1450657761653816_4428189713921488846_n.png?oh=50d469a038ebdf8433d50d11cef22139&oe=5917D83A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16196078_1450657761653816_4428189713921488846_n.png?oh=911690b2ada7cb6d69579f943a06bfc3&oe=590C892F	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1450657761653816/?type=3	facebook.com	2017-01-25T21:00:02+0000	1485378002	2017-01-25 22:00:02	42	24	43	61	128	4	4	0	5	0	42	0	0	0	0	1	0
video	post_page_416907625028840	416907625028840_1452170281502564	https://www.facebook.com/416907625028840/posts/1452170281502564	Governador Fernando Pimentel visita Sala de Situação para acompanhamento das ações de combate à febre amarela no estado.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327572_1452172721502320_1251131244704432128_n.jpg?oh=3f55f714552c1ca3141d9edff82024b1&oe=590AD0C4	https://scontent.xx.fbcdn.net/v/t15.0-10/16327572_1452172721502320_1251131244704432128_n.jpg?oh=dccadef92b8590057d0b3d69d8186a75&oe=5943C0BF	https://www.facebook.com/governomg/videos/1452170281502564/	facebook.com	2017-01-25T18:21:04+0000	1485368464	2017-01-25 19:21:04	93	39	102	53	194	29	29	0	11	0	92	5	1	1	0	2	0
photo	post_page_416907625028840	416907625028840_1451922831527309	https://www.facebook.com/416907625028840/posts/1451922831527309	Confira o novo cronograma do processo de designação 2017. https://goo.gl/S0MeqP A ampliação do período dá mais tranquilidade aos candidatos para a conclusão do processo de escolha e atribuição das vagas na Educação nas modalidades online e presencial.  #EducaçãoMG #Designação2017	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16265736_1451922831527309_9050406090057900384_n.png?oh=6ee634700be156c140eb0c15bf1e2874&oe=5910C29F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16265736_1451922831527309_9050406090057900384_n.png?oh=2b27fd1bb43de65e0a08dd416640fde6&oe=5914368A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1451922831527309/?type=3	facebook.com	2017-01-25T15:00:01+0000	1485356401	2017-01-25 16:00:01	80	36	81	27	144	19	14	5	7	0	80	0	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1450942214958704	https://www.facebook.com/416907625028840/posts/1450942214958704	Atenção! Candidatos que fizeram o #Enem e necessitam com urgência da declaração de conclusão do Ensino Médio podem solicitar o documento em uma das 47 Superintendências Regionais de Ensino. Saiba em quais situações o certificado será emitido em caráter de urgência. https://goo.gl/MZ8aLK  #Educação #Declaração #Urgência  Foto: Divulgação / SEE	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16195061_1450942214958704_1229272271727288425_n.png?oh=059b4652629bc298008c39d5fc4077c2&oe=5941B083	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195061_1450942214958704_1229272271727288425_n.png?oh=c052ff7b31a63e309bbffbd62256155a&oe=590E7596	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1450942214958704/?type=3	facebook.com	2017-01-25T11:55:01+0000	1485345301	2017-01-25 12:55:01	35	20	35	16	71	6	6	0	1	0	35	0	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1450996001619992	https://www.facebook.com/416907625028840/posts/1450996001619992	Após bater recorde de público no ano passado  com 1 5 milhão de visitantes  os espaços culturais que integram o Circuito Liberdade irão ofertar grande diversidade na programação de 2017. Assista e conheça esse circuito tão querido pelos mineiros:	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16148155_1451007681618824_1987341231113371648_n.jpg?oh=aeda07ab2abd3b58b23b2bf95d71def3&oe=5916B97C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16148155_1451007681618824_1987341231113371648_n.jpg?oh=9070da34ebe7b7872bb2f9d698889492&oe=59175D5E	https://www.facebook.com/governomg/videos/1450996001619992/	facebook.com	2017-01-24T21:27:31+0000	1485293251	2017-01-24 22:27:31	38	21	40	12	73	9	9	0	4	0	38	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1450968158289443	https://www.facebook.com/416907625028840/posts/1450968158289443	O programa de Eletrificação Rural tem o objetivo de atingir 100% dos consumidores da área de concessão da Cemig até 2018. Para atingir a meta de garantir energia elétrica a 50 mil famílias que vivem na zona rural  a empresa investe em um dos maiores projetos de infraestrutura do Brasil. Entenda: https://goo.gl/SRcrJU  #Cemig #Eletricidade #ZonaRural  Foto: Divulgação / Cemig	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16195084_1450968158289443_3060535630077712851_n.png?oh=11d7ec401df8c33fb61f14acf45b842a&oe=5943D64C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195084_1450968158289443_3060535630077712851_n.png?oh=d9e816bf03ad44625463c21a4c5ec722&oe=5907F759	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1450968158289443/?type=3	facebook.com	2017-01-24T18:05:01+0000	1485281101	2017-01-24 19:05:01	40	21	40	5	66	8	8	0	10	0	39	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1450797818306477	https://www.facebook.com/416907625028840/posts/1450797818306477	#FaçaUmaCriançaVoar: doe livros infantis  lápis de cor e canetinhas. Pelo segundo ano  a campanha do Servas arrecada materiais complementares que ajudam a desenvolver a imaginação e o potencial de crianças em situação de vulnerabilidade social. Saiba como participar: https://goo.gl/bmNnue  #Servas #Doação #MaterialEscolar  Foto: Divulgação / Servas	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16142237_1450797818306477_7594867721606510501_n.png?oh=4e4fc9868c5a210ebb05ce6d23db2401&oe=5913F6F8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16142237_1450797818306477_7594867721606510501_n.png?oh=5db20c6e98d728aa930f86fbfdcacbbc&oe=5907CCED	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1450797818306477/?type=3	facebook.com	2017-01-24T15:10:15+0000	1485270615	2017-01-24 16:10:15	19	17	21	3	41	9	7	2	6	0	19	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1449742571745335	https://www.facebook.com/416907625028840/posts/1449742571745335	No Dia Nacional do Aposentado é bom ressaltar: praticar esportes é uma experiência saudável para crianças  jovens e adultos e  claro  também idosos! (y) Aqui no estado  as políticas públicas da Secretaria de Esportes contemplam a população acima dos 60 anos. ;) Saiba como o ICMS Esportivo e a Lei Estadual de Incentivo ao Esporte têm garantido que a população idosa se mantenha ativa. https://goo.gl/tsqEZQ  #EsportesMG #Idosos #Incentivo  Foto: Carlos Alberto / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16266068_1449742571745335_6069955017255681923_n.png?oh=7c0dd6347c2f1332ec7ccb9705c253a3&oe=5949B826	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16266068_1449742571745335_6069955017255681923_n.png?oh=28c364b4623eff6d7c528fc06e4c5d1a&oe=59065033	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1449742571745335/?type=3	facebook.com	2017-01-24T12:01:02+0000	1485259262	2017-01-24 13:01:02	26	17	26	3	46	7	7	0	3	0	26	0	0	0	0	0	0
